time_sec,stance
179.9,Right-Handed
180.0,Right-Handed
180.0,Right-Handed
180.0,Right-Handed
180.1,Right-Handed
180.1,Right-Handed
180.1,Right-Handed
180.2,Right-Handed
180.2,Right-Handed
180.2,Right-Handed
180.3,Right-Handed
180.3,Right-Handed
180.3,Right-Handed
180.4,Right-Handed
180.4,Right-Handed
180.4,Right-Handed
180.5,Right-Handed
180.5,Right-Handed
180.5,Right-Handed
180.6,Right-Handed
180.6,Right-Handed
180.6,Right-Handed
180.7,Right-Handed
180.7,Right-Handed
180.7,Right-Handed
180.8,Right-Handed
180.8,Right-Handed
180.8,Right-Handed
180.9,Right-Handed
180.9,Right-Handed
180.9,Right-Handed
181.0,Right-Handed
181.0,Right-Handed
181.0,Right-Handed
181.1,Right-Handed
181.1,Right-Handed
181.1,Right-Handed
181.2,Right-Handed
181.2,Right-Handed
181.2,Right-Handed
181.3,Left-Handed
181.3,Left-Handed
181.3,Left-Handed
181.4,Left-Handed
181.4,Left-Handed
181.4,Left-Handed
181.5,Left-Handed
181.5,Left-Handed
181.5,Left-Handed
181.6,Left-Handed
181.6,Left-Handed
181.6,Left-Handed
181.7,Left-Handed
181.7,Left-Handed
181.7,Left-Handed
181.8,Left-Handed
181.8,Left-Handed
181.8,Left-Handed
181.9,Right-Handed
181.9,Right-Handed
181.9,Right-Handed
182.0,Right-Handed
182.0,Right-Handed
182.0,Right-Handed
182.1,Right-Handed
182.1,Right-Handed
182.1,Right-Handed
182.2,Right-Handed
182.2,Right-Handed
182.2,Right-Handed
182.3,Right-Handed
182.3,Left-Handed
182.3,Left-Handed
182.4,Left-Handed
182.4,Left-Handed
182.4,Left-Handed
182.5,Left-Handed
182.5,Left-Handed
182.5,Left-Handed
182.6,Left-Handed
182.6,Left-Handed
182.6,Left-Handed
182.7,Left-Handed
182.7,Left-Handed
182.7,Left-Handed
182.8,Left-Handed
182.8,Left-Handed
182.8,Left-Handed
182.9,Left-Handed
182.9,Left-Handed
182.9,Right-Handed
183.0,Right-Handed
183.0,Right-Handed
183.0,Right-Handed
183.1,Right-Handed
183.1,Right-Handed
183.1,Right-Handed
183.2,Right-Handed
183.2,Right-Handed
183.2,Right-Handed
183.3,Right-Handed
183.3,Right-Handed
183.3,Right-Handed
183.4,Right-Handed
183.4,Right-Handed
183.4,Right-Handed
183.5,Right-Handed
183.5,Right-Handed
183.5,Right-Handed
183.6,Left-Handed
183.6,Left-Handed
183.6,Left-Handed
183.7,Left-Handed
183.7,Left-Handed
183.7,Left-Handed
183.8,Left-Handed
183.8,Left-Handed
183.8,Left-Handed
183.9,Left-Handed
183.9,Left-Handed
183.9,Left-Handed
184.0,Left-Handed
184.0,Left-Handed
184.0,Left-Handed
184.1,Left-Handed
184.1,Left-Handed
184.1,Left-Handed
184.2,Left-Handed
184.2,Left-Handed
184.2,Left-Handed
184.3,Left-Handed
184.3,Left-Handed
184.3,Left-Handed
184.4,Left-Handed
184.4,Left-Handed
184.4,Left-Handed
184.5,Left-Handed
184.5,Left-Handed
184.5,Right-Handed
184.6,Right-Handed
184.6,Right-Handed
184.6,Right-Handed
184.7,Right-Handed
184.7,Right-Handed
184.7,Right-Handed
184.8,Right-Handed
184.8,Right-Handed
184.8,Right-Handed
184.9,Right-Handed
184.9,Right-Handed
184.9,Right-Handed
185.0,Right-Handed
185.0,Right-Handed
185.0,Right-Handed
185.1,Right-Handed
185.1,Right-Handed
185.1,Right-Handed
185.2,Right-Handed
185.2,Right-Handed
185.2,Right-Handed
185.3,Right-Handed
185.3,Right-Handed
185.3,Right-Handed
185.4,Right-Handed
185.4,Right-Handed
185.4,Right-Handed
185.5,Right-Handed
185.5,Right-Handed
185.5,Right-Handed
185.6,Right-Handed
185.6,Right-Handed
185.6,Right-Handed
185.7,Right-Handed
185.7,Right-Handed
185.7,Right-Handed
185.8,Right-Handed
185.8,Right-Handed
185.8,Right-Handed
185.9,Right-Handed
185.9,Right-Handed
185.9,Left-Handed
186.0,Left-Handed
186.0,Left-Handed
186.0,Left-Handed
186.1,Left-Handed
186.1,Left-Handed
186.1,Left-Handed
186.2,Left-Handed
186.2,Left-Handed
186.2,Left-Handed
186.3,Left-Handed
186.3,Left-Handed
186.3,Left-Handed
186.4,Left-Handed
186.4,Left-Handed
186.4,Left-Handed
186.5,Right-Handed
186.5,Right-Handed
186.5,Right-Handed
186.6,Right-Handed
186.6,Right-Handed
186.6,Right-Handed
186.7,Right-Handed
186.7,Right-Handed
186.7,Right-Handed
186.8,Right-Handed
186.8,Right-Handed
186.8,Right-Handed
186.9,Right-Handed
186.9,Right-Handed
186.9,Right-Handed
187.0,Right-Handed
187.0,Right-Handed
187.0,Right-Handed
187.1,Right-Handed
187.1,Right-Handed
187.1,Right-Handed
187.2,Right-Handed
187.2,Right-Handed
187.2,Right-Handed
187.3,Right-Handed
187.3,Right-Handed
187.3,Left-Handed
187.4,Left-Handed
187.4,Left-Handed
187.4,Left-Handed
187.5,Left-Handed
187.5,Left-Handed
187.5,Left-Handed
187.6,Left-Handed
187.6,Left-Handed
187.6,Left-Handed
187.7,Left-Handed
187.7,Left-Handed
187.7,Left-Handed
187.8,Left-Handed
187.8,Left-Handed
187.8,Left-Handed
187.9,Left-Handed
187.9,Left-Handed
187.9,Left-Handed
188.0,Left-Handed
188.0,Left-Handed
188.0,Left-Handed
188.1,Left-Handed
188.1,Left-Handed
188.1,Left-Handed
188.2,Left-Handed
188.2,Left-Handed
188.2,Left-Handed
188.3,Left-Handed
188.3,Left-Handed
188.3,Left-Handed
188.4,Left-Handed
188.4,Left-Handed
188.4,Left-Handed
188.5,Left-Handed
188.5,Left-Handed
188.5,Left-Handed
188.6,Left-Handed
188.6,Left-Handed
188.6,Left-Handed
188.7,Left-Handed
188.7,Left-Handed
188.7,Left-Handed
188.8,Left-Handed
188.8,Left-Handed
188.8,Left-Handed
188.9,Left-Handed
188.9,Left-Handed
188.9,Left-Handed
189.0,Left-Handed
189.0,Left-Handed
189.0,Left-Handed
189.1,Left-Handed
189.1,Left-Handed
189.1,Left-Handed
189.2,Left-Handed
189.2,Left-Handed
189.2,Left-Handed
189.3,Left-Handed
189.3,Left-Handed
189.3,Left-Handed
189.4,Left-Handed
189.4,Left-Handed
189.4,Left-Handed
189.5,Left-Handed
189.5,Left-Handed
189.5,Left-Handed
189.6,Left-Handed
189.6,Left-Handed
189.6,Left-Handed
189.7,Right-Handed
189.7,Right-Handed
189.7,Right-Handed
189.8,Right-Handed
189.8,Right-Handed
189.8,Right-Handed
189.9,Right-Handed
189.9,Right-Handed
189.9,Right-Handed
190.0,Right-Handed
190.0,Right-Handed
190.0,Right-Handed
190.1,Right-Handed
190.1,Right-Handed
190.1,Right-Handed
190.2,Right-Handed
190.2,Right-Handed
190.2,Right-Handed
190.3,Right-Handed
190.3,Right-Handed
190.3,Right-Handed
190.4,Right-Handed
190.4,Right-Handed
190.4,Right-Handed
190.5,Left-Handed
190.5,Left-Handed
190.5,Left-Handed
190.6,Left-Handed
190.6,Left-Handed
190.6,Left-Handed
190.7,Left-Handed
190.7,Left-Handed
190.7,Left-Handed
190.8,Left-Handed
190.8,Left-Handed
190.8,Left-Handed
190.9,Left-Handed
190.9,Left-Handed
190.9,Left-Handed
191.0,Left-Handed
191.0,Left-Handed
191.0,Left-Handed
191.1,Left-Handed
191.1,Left-Handed
191.1,Left-Handed
191.2,Left-Handed
191.2,Left-Handed
191.2,Left-Handed
191.3,Left-Handed
191.3,Left-Handed
191.3,Left-Handed
191.4,Left-Handed
191.4,Left-Handed
191.4,Left-Handed
191.5,Left-Handed
191.5,Left-Handed
191.5,Left-Handed
191.6,Left-Handed
191.6,Left-Handed
191.6,Left-Handed
191.7,Left-Handed
191.7,Left-Handed
191.7,Left-Handed
191.8,Left-Handed
191.8,Left-Handed
191.8,Left-Handed
191.9,Left-Handed
191.9,Left-Handed
191.9,Left-Handed
192.0,Left-Handed
192.0,Left-Handed
192.0,Left-Handed
192.1,Left-Handed
192.1,Left-Handed
192.1,Left-Handed
192.2,Left-Handed
192.2,Left-Handed
192.2,Left-Handed
192.3,Left-Handed
192.3,Left-Handed
192.3,Left-Handed
192.4,Left-Handed
192.4,Left-Handed
192.4,Left-Handed
192.5,Left-Handed
192.5,Left-Handed
192.5,Right-Handed
192.6,Right-Handed
192.6,Right-Handed
192.6,Right-Handed
192.7,Right-Handed
192.7,Right-Handed
192.7,Right-Handed
192.8,Right-Handed
192.8,Right-Handed
192.8,Right-Handed
192.9,Right-Handed
192.9,Right-Handed
192.9,Right-Handed
193.0,Right-Handed
193.0,Right-Handed
193.0,Right-Handed
193.1,Right-Handed
193.1,Right-Handed
193.1,Right-Handed
193.2,Right-Handed
193.2,Right-Handed
193.2,Right-Handed
193.3,Right-Handed
193.3,Right-Handed
193.3,Right-Handed
193.4,Right-Handed
193.4,Right-Handed
193.4,Right-Handed
193.5,Right-Handed
193.5,Right-Handed
193.5,Right-Handed
193.6,Right-Handed
193.6,Right-Handed
193.6,Right-Handed
193.7,Right-Handed
193.7,Right-Handed
193.7,Right-Handed
193.8,Right-Handed
193.8,Right-Handed
193.8,Right-Handed
193.9,Right-Handed
193.9,Right-Handed
193.9,Right-Handed
194.0,Right-Handed
194.0,Right-Handed
194.0,Right-Handed
194.1,Right-Handed
194.1,Right-Handed
194.1,Right-Handed
194.2,Right-Handed
194.2,Right-Handed
194.2,Right-Handed
194.3,Right-Handed
194.3,Right-Handed
194.3,Right-Handed
194.4,Right-Handed
194.4,Right-Handed
194.4,Right-Handed
194.5,Right-Handed
194.5,Right-Handed
194.5,Right-Handed
194.6,Right-Handed
194.6,Right-Handed
194.6,Right-Handed
194.7,Right-Handed
194.7,Right-Handed
194.7,Right-Handed
194.8,Right-Handed
194.8,Right-Handed
194.8,Right-Handed
194.9,Right-Handed
194.9,Right-Handed
194.9,Right-Handed
195.0,Right-Handed
195.0,Right-Handed
195.0,Right-Handed
195.1,Right-Handed
195.1,Right-Handed
195.1,Right-Handed
195.2,Right-Handed
195.2,Right-Handed
195.2,Right-Handed
195.3,Right-Handed
195.3,Right-Handed
195.3,Right-Handed
195.4,Left-Handed
195.4,Left-Handed
195.4,Left-Handed
195.5,Left-Handed
195.5,Left-Handed
195.5,Left-Handed
195.6,Left-Handed
195.6,Left-Handed
195.6,Left-Handed
195.7,Left-Handed
195.7,Left-Handed
195.7,Left-Handed
195.8,Left-Handed
195.8,Left-Handed
195.8,Left-Handed
195.9,Left-Handed
195.9,Left-Handed
195.9,Left-Handed
196.0,Left-Handed
196.0,Left-Handed
196.0,Left-Handed
196.1,Left-Handed
196.1,Left-Handed
196.1,Left-Handed
196.2,Left-Handed
196.2,Left-Handed
196.2,Left-Handed
196.3,Left-Handed
196.3,Left-Handed
196.3,Left-Handed
196.4,Left-Handed
196.4,Left-Handed
196.4,Left-Handed
196.5,Left-Handed
196.5,Left-Handed
196.5,Left-Handed
196.6,Left-Handed
196.6,Left-Handed
196.6,Left-Handed
196.7,Left-Handed
196.7,Left-Handed
196.7,Left-Handed
196.8,Left-Handed
196.8,Left-Handed
196.8,Left-Handed
196.9,Left-Handed
196.9,Left-Handed
196.9,Left-Handed
197.0,Left-Handed
197.0,Left-Handed
197.0,Left-Handed
197.1,Left-Handed
197.1,Left-Handed
197.1,Left-Handed
197.2,Left-Handed
197.2,Left-Handed
197.2,Left-Handed
197.3,Left-Handed
197.3,Left-Handed
197.3,Right-Handed
197.4,Right-Handed
197.4,Right-Handed
197.4,Right-Handed
197.5,Right-Handed
197.5,Right-Handed
197.5,Right-Handed
197.6,Right-Handed
197.6,Right-Handed
197.6,Right-Handed
197.7,Right-Handed
197.7,Right-Handed
197.7,Right-Handed
197.8,Right-Handed
197.8,Right-Handed
197.8,Right-Handed
197.9,Right-Handed
197.9,Right-Handed
197.9,Left-Handed
198.0,Left-Handed
198.0,Left-Handed
198.0,Left-Handed
198.1,Left-Handed
198.1,Left-Handed
198.1,Left-Handed
198.2,Left-Handed
198.2,Left-Handed
198.2,Left-Handed
198.3,Left-Handed
198.3,Right-Handed
198.3,Right-Handed
198.4,Right-Handed
198.4,Right-Handed
198.4,Right-Handed
198.5,Right-Handed
198.5,Right-Handed
198.5,Right-Handed
198.6,Right-Handed
198.6,Left-Handed
198.6,Left-Handed
198.7,Right-Handed
198.7,Right-Handed
198.7,Right-Handed
198.8,Right-Handed
198.8,Right-Handed
198.8,Right-Handed
198.9,Right-Handed
198.9,Right-Handed
198.9,Right-Handed
199.0,Right-Handed
199.0,Right-Handed
199.0,Right-Handed
199.1,Right-Handed
199.1,Right-Handed
199.1,Right-Handed
199.2,Right-Handed
199.2,Right-Handed
199.2,Right-Handed
199.3,Right-Handed
199.3,Right-Handed
199.3,Left-Handed
199.4,Left-Handed
199.4,Left-Handed
199.4,Left-Handed
199.5,Left-Handed
199.5,Left-Handed
199.5,Left-Handed
199.6,Left-Handed
199.6,Left-Handed
199.6,Left-Handed
199.7,Left-Handed
199.7,Left-Handed
199.7,Left-Handed
199.8,Left-Handed
199.8,Left-Handed
199.8,Left-Handed
199.9,Right-Handed
199.9,Right-Handed
199.9,Right-Handed
200.0,Right-Handed
200.0,Right-Handed
200.0,Right-Handed
200.1,Right-Handed
200.1,Right-Handed
200.1,Right-Handed
200.2,Right-Handed
200.2,Right-Handed
200.2,Right-Handed
200.3,Right-Handed
200.3,Right-Handed
200.3,Right-Handed
200.4,Right-Handed
200.4,Right-Handed
200.4,Right-Handed
200.5,Right-Handed
200.5,Right-Handed
200.5,Right-Handed
200.6,Right-Handed
200.6,Right-Handed
200.6,Right-Handed
200.7,Right-Handed
200.7,Right-Handed
200.7,Right-Handed
200.8,Right-Handed
200.8,Right-Handed
200.8,Right-Handed
200.9,Right-Handed
200.9,Right-Handed
200.9,Right-Handed
201.0,Right-Handed
201.0,Right-Handed
201.0,Right-Handed
201.1,Right-Handed
201.1,Right-Handed
201.1,Right-Handed
201.2,Right-Handed
201.2,Right-Handed
201.2,Right-Handed
201.3,Right-Handed
201.3,Right-Handed
201.3,Right-Handed
201.4,Right-Handed
201.4,Right-Handed
201.4,Right-Handed
201.5,Right-Handed
201.5,Right-Handed
201.5,Right-Handed
201.6,Right-Handed
201.6,Right-Handed
201.6,Right-Handed
201.7,Right-Handed
201.7,Right-Handed
201.7,Right-Handed
201.8,Right-Handed
201.8,Right-Handed
201.8,Right-Handed
201.9,Right-Handed
201.9,Right-Handed
201.9,Right-Handed
202.0,Right-Handed
202.0,Right-Handed
202.0,Right-Handed
202.1,Right-Handed
202.1,Right-Handed
202.1,Right-Handed
202.2,Right-Handed
202.2,Right-Handed
202.2,Right-Handed
202.3,Right-Handed
202.3,Right-Handed
202.3,Right-Handed
202.4,Right-Handed
202.4,Right-Handed
202.4,Right-Handed
202.5,Left-Handed
202.5,Left-Handed
202.5,Left-Handed
202.6,Left-Handed
202.6,Left-Handed
202.6,Left-Handed
202.7,Left-Handed
202.7,Left-Handed
202.7,Left-Handed
202.8,Left-Handed
202.8,Left-Handed
202.8,Left-Handed
202.9,Left-Handed
202.9,Left-Handed
202.9,Left-Handed
203.0,Left-Handed
203.0,Left-Handed
203.0,Left-Handed
203.1,Left-Handed
203.1,Left-Handed
203.1,Left-Handed
203.2,Left-Handed
203.2,Left-Handed
203.2,Left-Handed
203.3,Left-Handed
203.3,Left-Handed
203.3,Left-Handed
203.4,Left-Handed
203.4,Left-Handed
203.4,Left-Handed
203.5,Left-Handed
203.5,Left-Handed
203.5,Left-Handed
203.6,Left-Handed
203.6,Left-Handed
203.6,Left-Handed
203.7,Left-Handed
203.7,Left-Handed
203.7,Left-Handed
203.8,Left-Handed
203.8,Left-Handed
203.8,Left-Handed
203.9,Left-Handed
203.9,Left-Handed
203.9,Left-Handed
204.0,Left-Handed
204.0,Left-Handed
204.0,Left-Handed
204.1,Left-Handed
204.1,Left-Handed
204.1,Left-Handed
204.2,Left-Handed
204.2,Left-Handed
204.2,Left-Handed
204.3,Left-Handed
204.3,Left-Handed
204.3,Left-Handed
204.4,Left-Handed
204.4,Left-Handed
204.4,Left-Handed
204.5,Left-Handed
204.5,Left-Handed
204.5,Left-Handed
204.6,Left-Handed
204.6,Left-Handed
204.6,Left-Handed
204.7,Left-Handed
204.7,Left-Handed
204.7,Left-Handed
204.8,Left-Handed
204.8,Left-Handed
204.8,Left-Handed
204.9,Left-Handed
204.9,Left-Handed
204.9,Left-Handed
205.0,Left-Handed
205.0,Left-Handed
205.0,Left-Handed
205.1,Left-Handed
205.1,Left-Handed
205.1,Left-Handed
205.2,Left-Handed
205.2,Left-Handed
205.2,Left-Handed
205.3,Left-Handed
205.3,Left-Handed
205.3,Left-Handed
205.4,Left-Handed
205.4,Left-Handed
205.4,Left-Handed
205.5,Left-Handed
205.5,Left-Handed
205.5,Left-Handed
205.6,Left-Handed
205.6,Left-Handed
205.6,Left-Handed
205.7,Left-Handed
205.7,Left-Handed
205.7,Left-Handed
205.8,Left-Handed
205.8,Left-Handed
205.8,Left-Handed
205.9,Left-Handed
205.9,Left-Handed
205.9,Left-Handed
206.0,Left-Handed
206.0,Left-Handed
206.0,Left-Handed
206.1,Left-Handed
206.1,Left-Handed
206.1,Left-Handed
206.2,Left-Handed
206.2,Left-Handed
206.2,Left-Handed
206.3,Right-Handed
206.3,Right-Handed
206.3,Right-Handed
206.4,Right-Handed
206.4,Right-Handed
206.4,Right-Handed
206.5,Right-Handed
206.5,Right-Handed
206.5,Right-Handed
206.6,Right-Handed
206.6,Right-Handed
206.6,Right-Handed
206.7,Right-Handed
206.7,Right-Handed
206.7,Right-Handed
206.8,Right-Handed
206.8,Right-Handed
206.8,Right-Handed
206.9,Right-Handed
206.9,Right-Handed
206.9,Right-Handed
207.0,Right-Handed
207.0,Right-Handed
207.0,Right-Handed
207.1,Right-Handed
207.1,Right-Handed
207.1,Right-Handed
207.2,Right-Handed
207.2,Right-Handed
207.2,Right-Handed
207.3,Right-Handed
207.3,Right-Handed
207.3,Right-Handed
207.4,Right-Handed
207.4,Right-Handed
207.4,Right-Handed
207.5,Right-Handed
207.5,Right-Handed
207.5,Right-Handed
207.6,Right-Handed
207.6,Right-Handed
207.6,Right-Handed
207.7,Right-Handed
207.7,Right-Handed
207.7,Right-Handed
207.8,Right-Handed
207.8,Right-Handed
207.8,Right-Handed
207.9,Right-Handed
207.9,Right-Handed
207.9,Right-Handed
208.0,Right-Handed
208.0,Right-Handed
208.0,Right-Handed
208.1,Right-Handed
208.1,Right-Handed
208.1,Right-Handed
208.2,Right-Handed
208.2,Right-Handed
208.2,Right-Handed
208.3,Right-Handed
208.3,Right-Handed
208.3,Right-Handed
208.4,Right-Handed
208.4,Right-Handed
208.4,Right-Handed
208.5,Right-Handed
208.5,Right-Handed
208.5,Right-Handed
208.6,Right-Handed
208.6,Right-Handed
208.6,Right-Handed
208.7,Right-Handed
208.7,Right-Handed
208.7,Right-Handed
208.8,Right-Handed
208.8,Right-Handed
208.8,Right-Handed
208.9,Right-Handed
208.9,Right-Handed
208.9,Right-Handed
209.0,Right-Handed
209.0,Right-Handed
209.0,Right-Handed
209.1,Right-Handed
209.1,Right-Handed
209.1,Right-Handed
209.2,Right-Handed
209.2,Right-Handed
209.2,Right-Handed
209.3,Right-Handed
209.3,Right-Handed
209.3,Right-Handed
209.4,Right-Handed
209.4,Right-Handed
209.4,Right-Handed
209.5,Right-Handed
209.5,Right-Handed
209.5,Right-Handed
209.6,Right-Handed
209.6,Right-Handed
209.6,Right-Handed
209.7,Right-Handed
209.7,Right-Handed
209.7,Right-Handed
209.8,Right-Handed
209.8,Right-Handed
209.8,Right-Handed
209.9,Right-Handed
209.9,Right-Handed
209.9,Right-Handed
210.0,Right-Handed
210.0,Right-Handed
210.0,Right-Handed
210.1,Right-Handed
210.1,Right-Handed
210.1,Right-Handed
210.2,Right-Handed
210.2,Right-Handed
210.2,Right-Handed
210.3,Right-Handed
210.3,Right-Handed
210.3,Right-Handed
210.4,Right-Handed
210.4,Right-Handed
210.4,Right-Handed
210.5,Right-Handed
210.5,Right-Handed
210.5,Right-Handed
210.6,Right-Handed
210.6,Right-Handed
210.6,Right-Handed
210.7,Right-Handed
210.7,Right-Handed
210.7,Right-Handed
210.8,Right-Handed
210.8,Right-Handed
210.8,Right-Handed
210.9,Right-Handed
210.9,Right-Handed
210.9,Right-Handed
211.0,Right-Handed
211.0,Right-Handed
211.0,Right-Handed
211.1,Right-Handed
211.1,Right-Handed
211.1,Right-Handed
211.2,Right-Handed
211.2,Right-Handed
211.2,Right-Handed
211.3,Right-Handed
211.3,Right-Handed
211.3,Right-Handed
211.4,Right-Handed
211.4,Right-Handed
211.4,Right-Handed
211.5,Right-Handed
211.5,Right-Handed
211.5,Right-Handed
211.6,Right-Handed
211.6,Right-Handed
211.6,Right-Handed
211.7,Right-Handed
211.7,Right-Handed
211.7,Right-Handed
211.8,Right-Handed
211.8,Right-Handed
211.8,Right-Handed
211.9,Right-Handed
211.9,Right-Handed
211.9,Right-Handed
212.0,Right-Handed
212.0,Right-Handed
212.0,Right-Handed
212.1,Right-Handed
212.1,Right-Handed
212.1,Right-Handed
212.2,Right-Handed
212.2,Right-Handed
212.2,Right-Handed
212.3,Right-Handed
212.3,Right-Handed
212.3,Right-Handed
212.4,Right-Handed
212.4,Right-Handed
212.4,Right-Handed
212.5,Right-Handed
212.5,Right-Handed
212.5,Right-Handed
212.6,Right-Handed
212.6,Right-Handed
212.6,Right-Handed
212.7,Right-Handed
212.7,Right-Handed
212.7,Right-Handed
212.8,Right-Handed
212.8,Right-Handed
212.8,Right-Handed
212.9,Right-Handed
212.9,Right-Handed
212.9,Right-Handed
213.0,Right-Handed
213.0,Right-Handed
213.0,Right-Handed
213.1,Right-Handed
213.1,Right-Handed
213.1,Right-Handed
213.2,Right-Handed
213.2,Right-Handed
213.2,Right-Handed
213.3,Right-Handed
213.3,Right-Handed
213.3,Right-Handed
213.4,Right-Handed
213.4,Right-Handed
213.4,Right-Handed
213.5,Right-Handed
213.5,Right-Handed
213.5,Right-Handed
213.6,Right-Handed
213.6,Right-Handed
213.6,Right-Handed
213.7,Right-Handed
213.7,Right-Handed
213.7,Right-Handed
213.8,Right-Handed
213.8,Right-Handed
213.8,Right-Handed
213.9,Right-Handed
213.9,Right-Handed
213.9,Right-Handed
214.0,Right-Handed
214.0,Right-Handed
214.0,Right-Handed
214.1,Right-Handed
214.1,Right-Handed
214.1,Right-Handed
214.2,Right-Handed
214.2,Right-Handed
214.2,Right-Handed
214.3,Right-Handed
214.3,Right-Handed
214.3,Right-Handed
214.4,Right-Handed
214.4,Right-Handed
214.4,Right-Handed
214.5,Right-Handed
214.5,Right-Handed
214.5,Right-Handed
214.6,Right-Handed
214.6,Right-Handed
214.6,Left-Handed
214.7,Left-Handed
214.7,Left-Handed
214.7,Left-Handed
214.8,Left-Handed
214.8,Left-Handed
214.8,Left-Handed
214.9,Left-Handed
214.9,Left-Handed
214.9,Left-Handed
215.0,Left-Handed
215.0,Left-Handed
215.0,Left-Handed
215.1,Left-Handed
215.1,Left-Handed
215.1,Left-Handed
215.2,Left-Handed
215.2,Left-Handed
215.2,Left-Handed
215.3,Left-Handed
215.3,Left-Handed
215.3,Left-Handed
215.4,Left-Handed
215.4,Left-Handed
215.4,Left-Handed
215.5,Left-Handed
215.5,Left-Handed
215.5,Left-Handed
215.6,Left-Handed
215.6,Left-Handed
215.6,Left-Handed
215.7,Left-Handed
215.7,Left-Handed
215.7,Left-Handed
215.8,Left-Handed
215.8,Left-Handed
215.8,Left-Handed
215.9,Left-Handed
215.9,Left-Handed
215.9,Left-Handed
216.0,Left-Handed
216.0,Left-Handed
216.0,Left-Handed
216.1,Left-Handed
216.1,Left-Handed
216.1,Left-Handed
216.2,Left-Handed
216.2,Left-Handed
216.2,Left-Handed
216.3,Left-Handed
216.3,Left-Handed
216.3,Left-Handed
216.4,Left-Handed
216.4,Left-Handed
216.4,Left-Handed
216.5,Left-Handed
216.5,Left-Handed
216.5,Left-Handed
216.6,Left-Handed
216.6,Left-Handed
216.6,Left-Handed
216.7,Left-Handed
216.7,Left-Handed
216.7,Left-Handed
216.8,Left-Handed
216.8,Left-Handed
216.8,Left-Handed
216.9,Left-Handed
216.9,Left-Handed
216.9,Left-Handed
217.0,Left-Handed
217.0,Left-Handed
217.0,Left-Handed
217.1,Left-Handed
217.1,Left-Handed
217.1,Left-Handed
217.2,Left-Handed
217.2,Left-Handed
217.2,Left-Handed
217.3,Left-Handed
217.3,Left-Handed
217.3,Left-Handed
217.4,Left-Handed
217.4,Left-Handed
217.4,Left-Handed
217.5,Left-Handed
217.5,Left-Handed
217.5,Left-Handed
217.6,Left-Handed
217.6,Left-Handed
217.6,Left-Handed
217.7,Left-Handed
217.7,Left-Handed
217.7,Left-Handed
217.8,Right-Handed
217.8,Right-Handed
217.8,Right-Handed
217.9,Right-Handed
217.9,Right-Handed
217.9,Right-Handed
218.0,Right-Handed
218.0,Right-Handed
218.0,Right-Handed
218.1,Left-Handed
218.1,Left-Handed
218.1,Left-Handed
218.2,Left-Handed
218.2,Left-Handed
218.2,Left-Handed
218.3,Left-Handed
218.3,Left-Handed
218.3,Left-Handed
218.4,Left-Handed
218.4,Left-Handed
218.4,Left-Handed
218.5,Left-Handed
218.5,Left-Handed
218.5,Left-Handed
218.6,Left-Handed
218.6,Left-Handed
218.6,Left-Handed
218.7,Left-Handed
218.7,Left-Handed
218.7,Left-Handed
218.8,Left-Handed
218.8,Left-Handed
218.8,Left-Handed
218.9,Left-Handed
218.9,Left-Handed
218.9,Left-Handed
219.0,Left-Handed
219.0,Left-Handed
219.0,Left-Handed
219.1,Left-Handed
219.1,Left-Handed
219.1,Left-Handed
219.2,Left-Handed
219.2,Left-Handed
219.2,Left-Handed
219.3,Left-Handed
219.3,Left-Handed
219.3,Left-Handed
219.4,Left-Handed
219.4,Left-Handed
219.4,Left-Handed
219.5,Left-Handed
219.5,Left-Handed
219.5,Left-Handed
219.6,Left-Handed
219.6,Left-Handed
219.6,Left-Handed
219.7,Left-Handed
219.7,Left-Handed
219.7,Left-Handed
219.8,Left-Handed
219.8,Left-Handed
219.8,Left-Handed
219.9,Left-Handed
219.9,Left-Handed
219.9,Left-Handed
220.0,Left-Handed
220.0,Left-Handed
220.0,Left-Handed
220.1,Left-Handed
220.1,Left-Handed
220.1,Left-Handed
220.2,Left-Handed
220.2,Left-Handed
220.2,Left-Handed
220.3,Left-Handed
220.3,Left-Handed
220.3,Left-Handed
220.4,Left-Handed
220.4,Left-Handed
220.4,Left-Handed
220.5,Left-Handed
220.5,Left-Handed
220.5,Left-Handed
220.6,Left-Handed
220.6,Left-Handed
220.6,Left-Handed
220.7,Left-Handed
220.7,Left-Handed
220.7,Left-Handed
220.8,Left-Handed
220.8,Left-Handed
220.8,Left-Handed
220.9,Left-Handed
220.9,Left-Handed
220.9,Left-Handed
221.0,Left-Handed
221.0,Left-Handed
221.0,Left-Handed
221.1,Left-Handed
221.1,Left-Handed
221.1,Left-Handed
221.2,Left-Handed
221.2,Left-Handed
221.2,Left-Handed
221.3,Left-Handed
221.3,Left-Handed
221.3,Left-Handed
221.4,Left-Handed
221.4,Left-Handed
221.4,Left-Handed
221.5,Left-Handed
221.5,Left-Handed
221.5,Left-Handed
221.6,Left-Handed
221.6,Left-Handed
221.6,Left-Handed
221.7,Left-Handed
221.7,Left-Handed
221.7,Left-Handed
221.8,Left-Handed
221.8,Left-Handed
221.8,Left-Handed
221.9,Left-Handed
221.9,Left-Handed
221.9,Left-Handed
222.0,Left-Handed
222.0,Left-Handed
222.0,Left-Handed
222.1,Left-Handed
222.1,Left-Handed
222.1,Left-Handed
222.2,Left-Handed
222.2,Left-Handed
222.2,Left-Handed
222.3,Left-Handed
222.3,Left-Handed
