time_sec,stance
300.8,Right-Handed
300.8,Right-Handed
300.8,Right-Handed
300.9,Right-Handed
300.9,Right-Handed
300.9,Right-Handed
301.0,Right-Handed
301.0,Right-Handed
301.0,Right-Handed
301.1,Right-Handed
301.1,Right-Handed
301.1,Right-Handed
301.2,Right-Handed
301.2,Right-Handed
301.2,Right-Handed
301.3,Right-Handed
301.3,Right-Handed
301.3,Right-Handed
301.4,Right-Handed
301.4,Right-Handed
301.4,Right-Handed
301.5,Right-Handed
301.5,Right-Handed
301.5,Right-Handed
301.6,Right-Handed
301.6,Right-Handed
301.6,Right-Handed
301.7,Right-Handed
301.7,Right-Handed
301.7,Right-Handed
301.8,Right-Handed
301.8,Right-Handed
301.8,Right-Handed
301.9,Right-Handed
301.9,Right-Handed
301.9,Right-Handed
302.0,Left-Handed
302.0,Left-Handed
302.0,Left-Handed
302.1,Left-Handed
302.1,Left-Handed
302.1,Left-Handed
302.2,Left-Handed
302.2,Left-Handed
302.2,Left-Handed
302.3,Left-Handed
302.3,Left-Handed
302.3,Left-Handed
302.4,Left-Handed
302.4,Left-Handed
302.4,Left-Handed
302.5,Left-Handed
302.5,Left-Handed
302.5,Left-Handed
302.6,Left-Handed
302.6,Left-Handed
302.6,Left-Handed
302.7,Right-Handed
302.7,Right-Handed
302.7,Right-Handed
302.8,Right-Handed
302.8,Right-Handed
302.8,Right-Handed
302.9,Right-Handed
302.9,Right-Handed
302.9,Right-Handed
303.0,Right-Handed
303.0,Right-Handed
303.0,Right-Handed
303.1,Right-Handed
303.1,Right-Handed
303.1,Right-Handed
303.2,Right-Handed
303.2,Right-Handed
303.2,Right-Handed
303.3,Right-Handed
303.3,Right-Handed
303.3,Right-Handed
303.4,Right-Handed
303.4,Right-Handed
303.4,Right-Handed
303.5,Right-Handed
303.5,Right-Handed
303.5,Right-Handed
303.6,Right-Handed
303.6,Right-Handed
303.6,Right-Handed
303.7,Right-Handed
303.7,Right-Handed
303.7,Right-Handed
303.8,Right-Handed
303.8,Right-Handed
303.8,Right-Handed
303.9,Right-Handed
303.9,Right-Handed
303.9,Right-Handed
304.0,Right-Handed
304.0,Right-Handed
304.0,Right-Handed
304.1,Right-Handed
304.1,Right-Handed
304.1,Right-Handed
304.2,Right-Handed
304.2,Right-Handed
304.2,Right-Handed
304.3,Right-Handed
304.3,Right-Handed
304.3,Right-Handed
304.4,Right-Handed
304.4,Right-Handed
304.4,Right-Handed
304.5,Right-Handed
304.5,Right-Handed
304.5,Right-Handed
304.6,Right-Handed
304.6,Right-Handed
304.6,Right-Handed
304.7,Right-Handed
304.7,Right-Handed
304.7,Right-Handed
304.8,Right-Handed
304.8,Right-Handed
304.8,Right-Handed
304.9,Right-Handed
304.9,Right-Handed
304.9,Right-Handed
305.0,Right-Handed
305.0,Right-Handed
305.0,Right-Handed
305.1,Right-Handed
305.1,Right-Handed
305.1,Right-Handed
305.2,Right-Handed
305.2,Right-Handed
305.2,Right-Handed
305.3,Right-Handed
305.3,Right-Handed
305.3,Right-Handed
305.4,Right-Handed
305.4,Right-Handed
305.4,Right-Handed
305.5,Right-Handed
305.5,Right-Handed
305.5,Right-Handed
305.6,Right-Handed
305.6,Right-Handed
305.6,Right-Handed
305.7,Right-Handed
305.7,Right-Handed
305.7,Right-Handed
305.8,Right-Handed
305.8,Right-Handed
305.8,Right-Handed
305.9,Right-Handed
305.9,Right-Handed
305.9,Right-Handed
306.0,Right-Handed
306.0,Right-Handed
306.0,Right-Handed
306.1,Right-Handed
306.1,Right-Handed
306.1,Right-Handed
306.2,Right-Handed
306.2,Right-Handed
306.2,Right-Handed
306.3,Right-Handed
306.3,Right-Handed
306.3,Right-Handed
306.4,Right-Handed
306.4,Right-Handed
306.4,Right-Handed
306.5,Right-Handed
306.5,Right-Handed
306.5,Right-Handed
306.6,Right-Handed
306.6,Right-Handed
306.6,Left-Handed
306.7,Left-Handed
306.7,Left-Handed
306.7,Left-Handed
306.8,Left-Handed
306.8,Left-Handed
306.8,Left-Handed
306.9,Left-Handed
306.9,Left-Handed
306.9,Left-Handed
307.0,Right-Handed
307.0,Right-Handed
307.0,Right-Handed
307.1,Right-Handed
307.1,Right-Handed
307.1,Right-Handed
307.2,Right-Handed
307.2,Right-Handed
307.2,Right-Handed
307.3,Right-Handed
307.3,Right-Handed
307.3,Right-Handed
307.4,Right-Handed
307.4,Right-Handed
307.4,Right-Handed
307.5,Right-Handed
307.5,Right-Handed
307.5,Right-Handed
307.6,Right-Handed
307.6,Right-Handed
307.6,Right-Handed
307.7,Right-Handed
307.7,Right-Handed
307.7,Right-Handed
307.8,Right-Handed
307.8,Right-Handed
307.8,Right-Handed
307.9,Right-Handed
307.9,Right-Handed
307.9,Right-Handed
308.0,Right-Handed
308.0,Right-Handed
308.0,Right-Handed
308.1,Right-Handed
308.1,Right-Handed
308.1,Right-Handed
308.2,Right-Handed
308.2,Right-Handed
308.2,Right-Handed
308.3,Right-Handed
308.3,Right-Handed
308.3,Right-Handed
308.4,Right-Handed
308.4,Right-Handed
308.4,Right-Handed
308.5,Right-Handed
308.5,Right-Handed
308.5,Right-Handed
308.6,Right-Handed
308.6,Right-Handed
308.6,Right-Handed
308.7,Right-Handed
308.7,Right-Handed
308.7,Right-Handed
308.8,Right-Handed
308.8,Right-Handed
308.8,Right-Handed
308.9,Right-Handed
308.9,Left-Handed
308.9,Left-Handed
309.0,Left-Handed
309.0,Left-Handed
309.0,Left-Handed
309.1,Left-Handed
309.1,Left-Handed
309.1,Left-Handed
309.2,Left-Handed
309.2,Left-Handed
309.2,Left-Handed
309.3,Left-Handed
309.3,Right-Handed
309.3,Right-Handed
309.4,Right-Handed
309.4,Right-Handed
309.4,Right-Handed
309.5,Right-Handed
309.5,Right-Handed
309.5,Right-Handed
309.6,Right-Handed
309.6,Right-Handed
309.6,Right-Handed
309.7,Right-Handed
309.7,Right-Handed
309.7,Right-Handed
309.8,Right-Handed
309.8,Right-Handed
309.8,Right-Handed
309.9,Right-Handed
309.9,Right-Handed
309.9,Right-Handed
310.0,Right-Handed
310.0,Right-Handed
310.0,Right-Handed
310.1,Right-Handed
310.1,Right-Handed
310.1,Right-Handed
310.2,Right-Handed
310.2,Right-Handed
310.2,Right-Handed
310.3,Right-Handed
310.3,Right-Handed
310.3,Right-Handed
310.4,Right-Handed
310.4,Right-Handed
310.4,Right-Handed
310.5,Right-Handed
310.5,Right-Handed
310.5,Right-Handed
310.6,Right-Handed
310.6,Right-Handed
310.6,Right-Handed
310.7,Right-Handed
310.7,Right-Handed
310.7,Right-Handed
310.8,Right-Handed
310.8,Right-Handed
310.8,Right-Handed
310.9,Right-Handed
310.9,Right-Handed
310.9,Right-Handed
311.0,Right-Handed
311.0,Right-Handed
311.0,Right-Handed
311.1,Right-Handed
311.1,Right-Handed
311.1,Right-Handed
311.2,Right-Handed
311.2,Right-Handed
311.2,Right-Handed
311.3,Right-Handed
311.3,Right-Handed
311.3,Right-Handed
311.4,Right-Handed
311.4,Right-Handed
311.4,Right-Handed
311.5,Right-Handed
311.5,Right-Handed
311.5,Right-Handed
311.6,Right-Handed
311.6,Right-Handed
311.6,Right-Handed
311.7,Right-Handed
311.7,Right-Handed
311.7,Right-Handed
311.8,Right-Handed
311.8,Right-Handed
311.8,Right-Handed
311.9,Right-Handed
311.9,Right-Handed
311.9,Right-Handed
312.0,Right-Handed
312.0,Right-Handed
312.0,Right-Handed
312.1,Right-Handed
312.1,Right-Handed
312.1,Right-Handed
312.2,Right-Handed
312.2,Right-Handed
312.2,Right-Handed
312.3,Right-Handed
312.3,Right-Handed
312.3,Right-Handed
312.4,Right-Handed
312.4,Right-Handed
312.4,Right-Handed
312.5,Right-Handed
312.5,Right-Handed
312.5,Right-Handed
312.6,Right-Handed
312.6,Right-Handed
312.6,Right-Handed
312.7,Right-Handed
312.7,Right-Handed
312.7,Right-Handed
312.8,Right-Handed
312.8,Right-Handed
312.8,Right-Handed
312.9,Right-Handed
312.9,Right-Handed
312.9,Right-Handed
313.0,Right-Handed
313.0,Right-Handed
313.0,Right-Handed
313.1,Right-Handed
313.1,Right-Handed
313.1,Right-Handed
313.2,Right-Handed
313.2,Right-Handed
313.2,Right-Handed
313.3,Right-Handed
313.3,Right-Handed
313.3,Right-Handed
313.4,Right-Handed
313.4,Right-Handed
313.4,Right-Handed
313.5,Right-Handed
313.5,Right-Handed
313.5,Right-Handed
313.6,Right-Handed
313.6,Right-Handed
313.6,Right-Handed
313.7,Right-Handed
313.7,Right-Handed
313.7,Right-Handed
313.8,Right-Handed
313.8,Right-Handed
313.8,Right-Handed
313.9,Right-Handed
313.9,Right-Handed
313.9,Right-Handed
314.0,Right-Handed
314.0,Right-Handed
314.0,Right-Handed
314.1,Right-Handed
314.1,Right-Handed
314.1,Right-Handed
314.2,Right-Handed
314.2,Right-Handed
314.2,Right-Handed
314.3,Right-Handed
314.3,Right-Handed
314.3,Right-Handed
314.4,Right-Handed
314.4,Right-Handed
314.4,Right-Handed
314.5,Right-Handed
314.5,Right-Handed
314.5,Right-Handed
314.6,Right-Handed
314.6,Right-Handed
314.6,Right-Handed
314.7,Right-Handed
314.7,Right-Handed
314.7,Right-Handed
314.8,Right-Handed
314.8,Right-Handed
314.8,Right-Handed
314.9,Right-Handed
314.9,Right-Handed
314.9,Right-Handed
315.0,Right-Handed
315.0,Right-Handed
315.0,Right-Handed
315.1,Right-Handed
315.1,Right-Handed
315.1,Right-Handed
315.2,Right-Handed
315.2,Right-Handed
315.2,Right-Handed
315.3,Right-Handed
315.3,Right-Handed
315.3,Right-Handed
315.4,Right-Handed
315.4,Right-Handed
315.4,Right-Handed
315.5,Right-Handed
315.5,Right-Handed
315.5,Right-Handed
315.6,Right-Handed
315.6,Right-Handed
315.6,Right-Handed
315.7,Right-Handed
315.7,Right-Handed
315.7,Right-Handed
315.8,Right-Handed
315.8,Right-Handed
315.8,Right-Handed
315.9,Right-Handed
315.9,Right-Handed
315.9,Right-Handed
316.0,Right-Handed
316.0,Right-Handed
316.0,Right-Handed
316.1,Right-Handed
316.1,Right-Handed
316.1,Right-Handed
316.2,Right-Handed
316.2,Right-Handed
316.2,Right-Handed
316.3,Right-Handed
316.3,Right-Handed
316.3,Right-Handed
316.4,Right-Handed
316.4,Right-Handed
316.4,Right-Handed
316.5,Right-Handed
316.5,Right-Handed
316.5,Right-Handed
316.6,Right-Handed
316.6,Right-Handed
316.6,Right-Handed
316.7,Right-Handed
316.7,Right-Handed
316.7,Right-Handed
316.8,Right-Handed
316.8,Right-Handed
316.8,Right-Handed
316.9,Right-Handed
316.9,Right-Handed
316.9,Right-Handed
317.0,Right-Handed
317.0,Right-Handed
317.0,Right-Handed
317.1,Right-Handed
317.1,Right-Handed
317.1,Right-Handed
317.2,Right-Handed
317.2,Right-Handed
317.2,Right-Handed
317.3,Right-Handed
317.3,Right-Handed
317.3,Right-Handed
317.4,Right-Handed
317.4,Right-Handed
317.4,Right-Handed
317.5,Right-Handed
317.5,Right-Handed
317.5,Right-Handed
317.6,Right-Handed
317.6,Right-Handed
317.6,Right-Handed
317.7,Right-Handed
317.7,Right-Handed
317.7,Right-Handed
317.8,Right-Handed
317.8,Right-Handed
317.8,Right-Handed
317.9,Right-Handed
317.9,Right-Handed
317.9,Right-Handed
318.0,Right-Handed
318.0,Right-Handed
318.0,Right-Handed
318.1,Right-Handed
318.1,Right-Handed
318.1,Right-Handed
318.2,Right-Handed
318.2,Right-Handed
318.2,Right-Handed
318.3,Right-Handed
318.3,Right-Handed
318.3,Right-Handed
318.4,Right-Handed
318.4,Right-Handed
318.4,Right-Handed
318.5,Right-Handed
318.5,Right-Handed
318.5,Right-Handed
318.6,Right-Handed
318.6,Right-Handed
318.6,Right-Handed
318.7,Right-Handed
318.7,Right-Handed
318.7,Left-Handed
318.8,Left-Handed
318.8,Left-Handed
318.8,Left-Handed
318.9,Left-Handed
318.9,Left-Handed
318.9,Left-Handed
319.0,Left-Handed
319.0,Left-Handed
319.0,Left-Handed
319.1,Left-Handed
319.1,Left-Handed
319.1,Left-Handed
319.2,Left-Handed
319.2,Left-Handed
319.2,Left-Handed
319.3,Left-Handed
319.3,Left-Handed
319.3,Left-Handed
319.4,Left-Handed
319.4,Left-Handed
319.4,Left-Handed
319.5,Left-Handed
319.5,Left-Handed
319.5,Left-Handed
319.6,Left-Handed
319.6,Left-Handed
319.6,Left-Handed
319.7,Left-Handed
319.7,Left-Handed
319.7,Left-Handed
319.8,Left-Handed
319.8,Left-Handed
319.8,Left-Handed
319.9,Left-Handed
319.9,Left-Handed
319.9,Left-Handed
320.0,Left-Handed
320.0,Left-Handed
320.0,Left-Handed
320.1,Left-Handed
320.1,Left-Handed
320.1,Left-Handed
320.2,Right-Handed
320.2,Right-Handed
320.2,Right-Handed
320.3,Right-Handed
320.3,Right-Handed
320.3,Right-Handed
320.4,Right-Handed
320.4,Right-Handed
320.4,Right-Handed
320.5,Right-Handed
320.5,Right-Handed
320.5,Right-Handed
320.6,Right-Handed
320.6,Left-Handed
320.6,Left-Handed
320.7,Left-Handed
320.7,Left-Handed
320.7,Left-Handed
320.8,Left-Handed
320.8,Left-Handed
320.8,Left-Handed
320.9,Left-Handed
320.9,Left-Handed
320.9,Left-Handed
321.0,Left-Handed
321.0,Left-Handed
321.0,Left-Handed
321.1,Left-Handed
321.1,Left-Handed
321.1,Left-Handed
321.2,Left-Handed
321.2,Left-Handed
321.2,Left-Handed
321.3,Left-Handed
321.3,Left-Handed
321.3,Left-Handed
321.4,Left-Handed
321.4,Left-Handed
321.4,Left-Handed
321.5,Left-Handed
321.5,Left-Handed
321.5,Left-Handed
321.6,Right-Handed
321.6,Right-Handed
321.6,Right-Handed
321.7,Right-Handed
321.7,Right-Handed
321.7,Right-Handed
321.8,Right-Handed
321.8,Right-Handed
321.8,Right-Handed
321.9,Right-Handed
321.9,Right-Handed
321.9,Right-Handed
322.0,Right-Handed
322.0,Right-Handed
322.0,Right-Handed
322.1,Right-Handed
322.1,Right-Handed
322.1,Right-Handed
322.2,Right-Handed
322.2,Right-Handed
322.2,Right-Handed
322.3,Right-Handed
322.3,Right-Handed
322.3,Right-Handed
322.4,Right-Handed
322.4,Right-Handed
322.4,Right-Handed
322.5,Right-Handed
322.5,Right-Handed
322.5,Right-Handed
322.6,Right-Handed
322.6,Right-Handed
322.6,Right-Handed
322.7,Right-Handed
322.7,Right-Handed
322.7,Right-Handed
322.8,Right-Handed
322.8,Right-Handed
322.8,Right-Handed
322.9,Right-Handed
322.9,Right-Handed
322.9,Right-Handed
323.0,Right-Handed
323.0,Right-Handed
323.0,Right-Handed
323.1,Right-Handed
323.1,Right-Handed
323.1,Right-Handed
323.2,Right-Handed
323.2,Right-Handed
323.2,Right-Handed
323.3,Right-Handed
323.3,Right-Handed
323.3,Right-Handed
323.4,Right-Handed
323.4,Right-Handed
323.4,Right-Handed
323.5,Right-Handed
323.5,Right-Handed
323.5,Right-Handed
323.6,Right-Handed
323.6,Right-Handed
323.6,Right-Handed
323.7,Right-Handed
323.7,Right-Handed
323.7,Right-Handed
323.8,Right-Handed
323.8,Right-Handed
323.8,Right-Handed
323.9,Right-Handed
323.9,Right-Handed
323.9,Right-Handed
324.0,Right-Handed
324.0,Right-Handed
324.0,Right-Handed
324.1,Right-Handed
324.1,Right-Handed
324.1,Right-Handed
324.2,Right-Handed
324.2,Right-Handed
324.2,Right-Handed
324.3,Right-Handed
324.3,Right-Handed
324.3,Right-Handed
324.4,Right-Handed
324.4,Right-Handed
324.4,Right-Handed
324.5,Right-Handed
324.5,Right-Handed
324.5,Right-Handed
324.6,Right-Handed
324.6,Right-Handed
324.6,Right-Handed
324.7,Right-Handed
324.7,Right-Handed
324.7,Right-Handed
324.8,Right-Handed
324.8,Right-Handed
324.8,Right-Handed
324.9,Right-Handed
324.9,Right-Handed
324.9,Right-Handed
325.0,Right-Handed
325.0,Right-Handed
325.0,Right-Handed
325.1,Right-Handed
325.1,Right-Handed
325.1,Right-Handed
325.2,Right-Handed
325.2,Right-Handed
325.2,Right-Handed
325.3,Right-Handed
325.3,Right-Handed
325.3,Right-Handed
325.4,Right-Handed
325.4,Right-Handed
325.4,Right-Handed
325.5,Right-Handed
325.5,Right-Handed
325.5,Right-Handed
325.6,Right-Handed
325.6,Right-Handed
325.6,Right-Handed
325.7,Right-Handed
325.7,Right-Handed
325.7,Right-Handed
325.8,Right-Handed
325.8,Right-Handed
325.8,Right-Handed
325.9,Right-Handed
325.9,Right-Handed
325.9,Right-Handed
326.0,Right-Handed
326.0,Right-Handed
326.0,Right-Handed
326.1,Right-Handed
326.1,Right-Handed
326.1,Right-Handed
326.2,Right-Handed
326.2,Right-Handed
326.2,Right-Handed
326.3,Right-Handed
326.3,Right-Handed
326.3,Right-Handed
326.4,Right-Handed
326.4,Right-Handed
326.4,Right-Handed
326.5,Right-Handed
326.5,Right-Handed
326.5,Right-Handed
326.6,Right-Handed
326.6,Right-Handed
326.6,Right-Handed
326.7,Right-Handed
326.7,Right-Handed
326.7,Right-Handed
326.8,Right-Handed
326.8,Right-Handed
326.8,Right-Handed
326.9,Right-Handed
326.9,Right-Handed
326.9,Right-Handed
327.0,Right-Handed
327.0,Right-Handed
327.0,Right-Handed
327.1,Right-Handed
327.1,Right-Handed
327.1,Right-Handed
327.2,Right-Handed
327.2,Right-Handed
327.2,Right-Handed
327.3,Right-Handed
327.3,Right-Handed
327.3,Right-Handed
327.4,Right-Handed
327.4,Right-Handed
327.4,Right-Handed
327.5,Right-Handed
327.5,Right-Handed
327.5,Right-Handed
327.6,Right-Handed
327.6,Right-Handed
327.6,Right-Handed
327.7,Right-Handed
327.7,Right-Handed
327.7,Right-Handed
327.8,Right-Handed
327.8,Right-Handed
327.8,Right-Handed
327.9,Right-Handed
327.9,Right-Handed
327.9,Right-Handed
328.0,Right-Handed
328.0,Right-Handed
328.0,Right-Handed
328.1,Right-Handed
328.1,Right-Handed
328.1,Right-Handed
328.2,Right-Handed
328.2,Right-Handed
328.2,Right-Handed
328.3,Right-Handed
328.3,Right-Handed
328.3,Right-Handed
328.4,Right-Handed
328.4,Right-Handed
328.4,Right-Handed
328.5,Right-Handed
328.5,Right-Handed
328.5,Right-Handed
328.6,Right-Handed
328.6,Right-Handed
328.6,Right-Handed
328.7,Right-Handed
328.7,Right-Handed
328.7,Right-Handed
328.8,Right-Handed
328.8,Right-Handed
328.8,Right-Handed
328.9,Right-Handed
328.9,Right-Handed
328.9,Right-Handed
329.0,Right-Handed
329.0,Right-Handed
329.0,Right-Handed
329.1,Right-Handed
329.1,Right-Handed
329.1,Right-Handed
329.2,Right-Handed
329.2,Right-Handed
329.2,Right-Handed
329.3,Right-Handed
329.3,Right-Handed
329.3,Right-Handed
329.4,Right-Handed
329.4,Right-Handed
329.4,Right-Handed
329.5,Right-Handed
329.5,Right-Handed
329.5,Right-Handed
329.6,Right-Handed
329.6,Right-Handed
329.6,Right-Handed
329.7,Right-Handed
329.7,Right-Handed
329.7,Right-Handed
329.8,Right-Handed
329.8,Right-Handed
329.8,Right-Handed
329.9,Right-Handed
329.9,Right-Handed
329.9,Right-Handed
330.0,Right-Handed
330.0,Right-Handed
330.0,Right-Handed
330.1,Right-Handed
330.1,Right-Handed
330.1,Right-Handed
330.2,Right-Handed
330.2,Right-Handed
330.2,Right-Handed
330.3,Right-Handed
330.3,Right-Handed
330.3,Right-Handed
330.4,Right-Handed
330.4,Right-Handed
330.4,Right-Handed
330.5,Right-Handed
330.5,Right-Handed
330.5,Right-Handed
330.6,Right-Handed
330.6,Right-Handed
330.6,Right-Handed
330.7,Right-Handed
330.7,Right-Handed
330.7,Right-Handed
330.8,Right-Handed
330.8,Right-Handed
330.8,Right-Handed
330.9,Right-Handed
330.9,Right-Handed
330.9,Right-Handed
331.0,Right-Handed
331.0,Right-Handed
331.0,Right-Handed
331.1,Right-Handed
331.1,Right-Handed
331.1,Right-Handed
331.2,Right-Handed
331.2,Right-Handed
331.2,Right-Handed
331.3,Right-Handed
331.3,Right-Handed
331.3,Right-Handed
331.4,Right-Handed
331.4,Right-Handed
331.4,Right-Handed
331.5,Right-Handed
331.5,Right-Handed
331.5,Right-Handed
331.6,Right-Handed
331.6,Right-Handed
331.6,Right-Handed
331.7,Right-Handed
331.7,Right-Handed
331.7,Right-Handed
331.8,Right-Handed
331.8,Right-Handed
331.8,Right-Handed
331.9,Right-Handed
331.9,Right-Handed
331.9,Right-Handed
332.0,Right-Handed
332.0,Right-Handed
332.0,Right-Handed
332.1,Right-Handed
332.1,Right-Handed
332.1,Right-Handed
332.2,Right-Handed
332.2,Right-Handed
332.2,Right-Handed
332.3,Right-Handed
332.3,Right-Handed
332.3,Right-Handed
332.4,Right-Handed
332.4,Right-Handed
332.4,Right-Handed
332.5,Right-Handed
332.5,Right-Handed
332.5,Right-Handed
332.6,Right-Handed
332.6,Right-Handed
332.6,Right-Handed
332.7,Right-Handed
332.7,Right-Handed
332.7,Right-Handed
332.8,Right-Handed
332.8,Right-Handed
332.8,Right-Handed
332.9,Right-Handed
332.9,Right-Handed
332.9,Right-Handed
333.0,Right-Handed
333.0,Right-Handed
333.0,Right-Handed
333.1,Right-Handed
333.1,Right-Handed
333.1,Right-Handed
333.2,Right-Handed
333.2,Right-Handed
333.2,Right-Handed
333.3,Right-Handed
333.3,Right-Handed
333.3,Right-Handed
333.4,Right-Handed
333.4,Right-Handed
333.4,Right-Handed
333.5,Right-Handed
333.5,Right-Handed
333.5,Right-Handed
333.6,Right-Handed
333.6,Right-Handed
333.6,Right-Handed
333.7,Right-Handed
333.7,Right-Handed
333.7,Right-Handed
333.8,Right-Handed
333.8,Right-Handed
333.8,Right-Handed
333.9,Right-Handed
333.9,Right-Handed
333.9,Right-Handed
334.0,Right-Handed
334.0,Right-Handed
334.0,Right-Handed
334.1,Right-Handed
334.1,Right-Handed
334.1,Right-Handed
334.2,Right-Handed
334.2,Right-Handed
334.2,Right-Handed
334.3,Right-Handed
334.3,Right-Handed
334.3,Right-Handed
334.4,Right-Handed
334.4,Right-Handed
334.4,Right-Handed
334.5,Right-Handed
334.5,Right-Handed
334.5,Right-Handed
334.6,Right-Handed
334.6,Right-Handed
334.6,Right-Handed
334.7,Right-Handed
334.7,Right-Handed
334.7,Right-Handed
334.8,Right-Handed
334.8,Right-Handed
334.8,Right-Handed
334.9,Right-Handed
334.9,Right-Handed
334.9,Right-Handed
335.0,Right-Handed
335.0,Right-Handed
335.0,Right-Handed
335.1,Right-Handed
335.1,Right-Handed
335.1,Right-Handed
335.2,Right-Handed
335.2,Right-Handed
335.2,Right-Handed
335.3,Right-Handed
335.3,Right-Handed
335.3,Right-Handed
335.4,Right-Handed
335.4,Right-Handed
335.4,Right-Handed
335.5,Right-Handed
335.5,Right-Handed
335.5,Right-Handed
335.6,Right-Handed
335.6,Right-Handed
335.6,Right-Handed
335.7,Right-Handed
335.7,Right-Handed
335.7,Right-Handed
335.8,Right-Handed
335.8,Right-Handed
335.8,Right-Handed
335.9,Right-Handed
335.9,Right-Handed
335.9,Right-Handed
336.0,Right-Handed
336.0,Right-Handed
336.0,Right-Handed
336.1,Right-Handed
336.1,Right-Handed
336.1,Right-Handed
336.2,Right-Handed
336.2,Right-Handed
336.2,Right-Handed
336.3,Right-Handed
336.3,Right-Handed
336.3,Right-Handed
336.4,Right-Handed
336.4,Right-Handed
336.4,Right-Handed
336.5,Right-Handed
336.5,Right-Handed
336.5,Right-Handed
336.6,Right-Handed
336.6,Right-Handed
336.6,Right-Handed
336.7,Right-Handed
336.7,Right-Handed
336.7,Right-Handed
336.8,Right-Handed
336.8,Right-Handed
336.8,Right-Handed
336.9,Right-Handed
336.9,Right-Handed
336.9,Right-Handed
337.0,Right-Handed
337.0,Right-Handed
337.0,Right-Handed
337.1,Right-Handed
337.1,Right-Handed
337.1,Right-Handed
337.2,Right-Handed
337.2,Right-Handed
337.2,Right-Handed
337.3,Right-Handed
337.3,Right-Handed
337.3,Right-Handed
337.4,Right-Handed
337.4,Right-Handed
337.4,Right-Handed
337.5,Right-Handed
337.5,Right-Handed
337.5,Right-Handed
337.6,Right-Handed
337.6,Right-Handed
337.6,Right-Handed
337.7,Right-Handed
337.7,Right-Handed
337.7,Right-Handed
337.8,Right-Handed
337.8,Right-Handed
337.8,Right-Handed
337.9,Right-Handed
337.9,Right-Handed
337.9,Right-Handed
338.0,Right-Handed
338.0,Right-Handed
338.0,Right-Handed
338.1,Right-Handed
338.1,Right-Handed
338.1,Right-Handed
338.2,Right-Handed
338.2,Right-Handed
338.2,Right-Handed
338.3,Right-Handed
338.3,Right-Handed
338.3,Right-Handed
338.4,Right-Handed
338.4,Right-Handed
338.4,Right-Handed
338.5,Right-Handed
338.5,Right-Handed
338.5,Right-Handed
338.6,Right-Handed
338.6,Right-Handed
338.6,Right-Handed
338.7,Right-Handed
338.7,Right-Handed
338.7,Right-Handed
338.8,Right-Handed
338.8,Right-Handed
338.8,Right-Handed
338.9,Right-Handed
338.9,Right-Handed
338.9,Right-Handed
339.0,Right-Handed
339.0,Right-Handed
339.0,Right-Handed
339.1,Right-Handed
339.1,Right-Handed
339.1,Right-Handed
339.2,Right-Handed
339.2,Right-Handed
339.2,Right-Handed
339.3,Right-Handed
339.3,Right-Handed
339.3,Right-Handed
339.4,Right-Handed
339.4,Right-Handed
339.4,Right-Handed
339.5,Right-Handed
339.5,Right-Handed
339.5,Right-Handed
339.6,Right-Handed
339.6,Right-Handed
339.6,Right-Handed
339.7,Right-Handed
339.7,Right-Handed
339.7,Right-Handed
339.8,Right-Handed
339.8,Right-Handed
339.8,Right-Handed
339.9,Right-Handed
339.9,Right-Handed
339.9,Right-Handed
340.0,Right-Handed
340.0,Right-Handed
340.0,Right-Handed
340.1,Right-Handed
340.1,Right-Handed
340.1,Right-Handed
340.2,Right-Handed
340.2,Right-Handed
340.2,Right-Handed
340.3,Right-Handed
340.3,Right-Handed
340.3,Right-Handed
340.4,Right-Handed
340.4,Right-Handed
340.4,Right-Handed
340.5,Right-Handed
340.5,Left-Handed
340.5,Left-Handed
340.6,Left-Handed
340.6,Left-Handed
340.6,Left-Handed
340.7,Left-Handed
340.7,Left-Handed
340.7,Left-Handed
340.8,Left-Handed
340.8,Left-Handed
340.8,Left-Handed
340.9,Left-Handed
340.9,Left-Handed
340.9,Left-Handed
341.0,Left-Handed
341.0,Left-Handed
341.0,Left-Handed
341.1,Left-Handed
341.1,Left-Handed
341.1,Left-Handed
341.2,Left-Handed
341.2,Left-Handed
341.2,Left-Handed
341.3,Left-Handed
341.3,Left-Handed
341.3,Left-Handed
341.4,Left-Handed
341.4,Left-Handed
341.4,Left-Handed
341.5,Left-Handed
341.5,Left-Handed
341.5,Left-Handed
341.6,Left-Handed
341.6,Left-Handed
341.6,Left-Handed
341.7,Left-Handed
341.7,Left-Handed
341.7,Left-Handed
341.8,Left-Handed
341.8,Left-Handed
341.8,Right-Handed
341.9,Right-Handed
341.9,Right-Handed
341.9,Right-Handed
342.0,Right-Handed
342.0,Right-Handed
342.0,Right-Handed
342.1,Right-Handed
342.1,Right-Handed
342.1,Right-Handed
342.2,Right-Handed
342.2,Right-Handed
342.2,Right-Handed
342.3,Right-Handed
342.3,Right-Handed
342.3,Right-Handed
342.4,Right-Handed
342.4,Right-Handed
342.4,Right-Handed
342.5,Right-Handed
342.5,Right-Handed
342.5,Right-Handed
342.6,Right-Handed
342.6,Right-Handed
342.6,Right-Handed
342.7,Right-Handed
342.7,Right-Handed
342.7,Right-Handed
342.8,Right-Handed
342.8,Right-Handed
342.8,Right-Handed
342.9,Right-Handed
342.9,Right-Handed
342.9,Right-Handed
343.0,Right-Handed
343.0,Right-Handed
343.0,Right-Handed
343.1,Right-Handed
343.1,Right-Handed
343.1,Right-Handed
